"name","other_names","air_dates","air_days","country","duration_mins","episodes","genres","native_name","original_network","mdl_popularity","mdl_rank","mdl_rating","mdl_num_ratings","mdl_tags","mdl_num_watchers"
"Hana Yori Dango 2","Hana Yori Dango Returns,Boys Before Flowers,Flowers Over Boys,Boys Over Flowers","Jan  5, 2007 - Mar 17, 2007","","Japan","45","11","School,Comedy,Drama,Youth,Romance","花より男子 ~リターンズ~","TBS","99","675","8.3","15889","Male Chases Female First,Evil Parental Figure,Arrogant Male Lead,Rich Man/Poor Woman,High School,Reverse-Harem,Adapted From A Manga,Lovers Separated,Love Triangle,Strong Female Lead","23183"
"The Disguiser","Wèizhuāng zhě,,Wei Zhuang Zhe,The Pretender","Aug 31, 2015 - Sep 28, 2015","","China","45","48","Adventure,Action,Drama,Romance,War,Historical","伪装者","Hunan TV","2245","676","8.5","482","World War 2,Bromance,Adapted From A Novel,Skilled Killer,Chinese Republican Era,Family,Spy,Death,Power Struggle","1722"
"Ryoma Den","Ryomaden,Ryoumaden","Jan  3, 2010 - Nov 28, 2010","Sunday","Japan","45","48","Historical,Political,War","龍馬伝","NHK","2948","677","0","0","Edo Period,Shogun,Taiga,Samurai,Based On True Story","1177"
"Mahoro Ekimae Bangaichi",",Mahoro Eki Mae Bangaichi","Jan 11, 2013 - Mar 30, 2013","Friday","Japan","29","12","Life,Comedy,Friendship","まほろ駅前番外地","TV Tokyo","2201","680","0","0","Bromance,Adapted From A Novel,Miura Shion,Eccentric Male Lead,Episodic Format,Slice Of Life","1762"
"Mondai no Aru Restaurant",",A Restaurant With Many Problems","Jan 15, 2015 - Mar 19, 2015","Thursday","Japan","54","10","Life,Comedy,Food,Friendship","問題のあるレストラン","Fuji TV","1919","678","8.4","859","Older Woman/Younger Man,Female Centered Plot","2089"
"Lawless Attorney","Mubeop Byeonhosa,Lawless Lawyer,Moobeob Byeonhosa","May 12, 2018 - Jul  1, 2018","Saturday,Sunday","South Korea","60","16","Law,Thriller","무법 변호사","tvN","222","684","8.3","6135","Lawyer,Male Chases Female First,Low Self-esteem Protagonist,Corruption,Revenge,Tragic Past,Mature Protagonist,Nice Female Lead,Cartoony Character,Mixed Martial Arts","14665"
"Who Are You: School 2015","Quien eres: Escuela 2015,Hooayoo: Hakgyo 2015,School 6,Who Are You,School 2015","Apr 27, 2015 - Jun 16, 2015","Monday,Tuesday","South Korea","60","16","School,Friendship,Drama,Youth,Romance,Mystery","후아유: 학교 2015","KBS2","40","685","8.3","19333","Secret Crush,School Bullying,Secret,School Problems,High School,Second Lead Syndrome,Mistake,Weak Female Lead,Orphan,Amnesia","34365"
"Something About 1 Percent","1%ui Eoddungut,1% of Anything,Something About 1%,One Percent of Anything,1% of Something,One Percent of Something","Oct  5, 2016 - Nov 24, 2016","Wednesday,Thursday","South Korea","40","16","Drama,Romance,Comedy","1%의 어떤것","DramaX","135","687","8.3","10449","Possessive Male Lead,Steamy Kiss,Smart Female Lead,Contract Relationship,Teacher,Rich Man/Poor Woman,Arrogant Male Lead,Smart Male Lead,Love Confession,Rich Male Lead","18882"
"Ore no Hanashi wa Nagai","If Talking Paid,My Story Is Long,俺話,Orebana","Oct 12, 2019 - Dec 14, 2019","Saturday","Japan","54","10","Family,Comedy,Life","俺の話は長い","NTV","3481","731","8.6","240","Family Relationship,Jobless,Sibling Rivalry,Eccentric Male Lead,Idol Actor,Slice Of Life","918"
"Queen of Mystery","Chooriui Yeowang,Mystery Queen","Apr  5, 2017 - May 25, 2017","Wednesday,Thursday","South Korea","60","16","Comedy,Friendship,Action,Drama,Investigation,Detective,Mystery","추리의 여왕","KBS2","572","696","8.3","2692","Badass Female Lead,Sassy Female Lead,Badass Male Lead,Teamwork,Crime Solving Duo,Team Work,Smart Female Lead,Tough Male Lead,Housewife,Strong Female Lead","6844"
"Solomon's Perjury","The Trial of Solomon,Solromonui Wijeung","Dec 16, 2016 - Jan 28, 2017","Saturday,Friday","South Korea","60","12","Law,School,Drama,Friendship","솔로몬의 위증","jTBC","533","691","8.3","2718","Calm Male Lead,Adopted Child,Miyabe Miyuki,School Bullying,Smart Female Lead,Adapted From A Novel,Single Parent,Smart Male Lead,Death,Strong Female Lead","7301"
"Go Ho's Starry Night","梵高，星月夜,评价女王,Goho,별이 빛나는 밤에,The Starry Night,Byeoli Bichnaneun Bame,고호,Gogh","Jul  2, 2016 - Jul 31, 2016","Saturday,Sunday","South Korea","20","20","Drama,Romance,Business,Comedy","고호의 별이 빛나는 밤에","Sohu TV,SBS","265","694","8.3","5996","Male Chases Female First,Love–Hate Relationship,Office Romance,Ex-bofriend Returns,Reverse-Harem,Boss/Employee Relationship,Web Series,Love Triangle,Hardworking Female Lead","13021"
"Hiyokko","","Apr  3, 2017 - Sep 30, 2017","Saturday,Friday,Monday,Thursday,Wednesday,Tuesday","Japan","15","156","Comedy,Friendship,Family,Life,Drama,Romance,Youth,Historical","ひよっこ","NHK","4248","697","0","0","Morning Drama,Showa Era,Asadora","680"
"Miss Hammurabi","Ms. Hammurabi,Miseu Hammurabi","May 21, 2018 - Jul 16, 2018","Monday,Tuesday","South Korea","80","16","Comedy,Friendship,Life,Law,Drama,Romance","미스 함무라비","jTBC","278","698","8.3","4578","Social Problems,Sassy Female Lead,Social Commentary,Office Romance,Bromance,Colleagues,Smart Male Lead,Slow Romance,Eccentric Female Lead,Strong Female Lead","12732"
"Love Playlist: Season 2","Love Playlist 2","Jun 29, 2017 - Aug 12, 2017","Saturday,Thursday","South Korea","8","12","School,Friendship,Life,Drama,Romance","연플리 파일럿2","Naver TV Cast,vLive","1734","699","8.4","1129","Older Woman/Younger Man,Multiple Mains,College Life,Web Series,Miniseries,Multiple Couples","2351"
"The Nokdu Flower","녹두꽃 - 사람,Nokdu Kkot: Saram,Haneulyi Dweda,Mung Bean Flower,Nokdoo Kkot,Ugeumchi,Green Bean Flower,하늘이 되다,우금티,Nokdu Flower","Apr 26, 2019 - Jul 13, 2019","Saturday,Friday","South Korea","35","48","Friendship,Political,Family,Life,Drama,Romance,War,Historical","녹두꽃","SBS","1393","701","8.4","480","Badass Male Lead,Peasant Revolution,Peasants,Siblings Relationship,Enemies To Friends,Strong Female Characters,Tough Female Lead,Mature Protagonist,Nice Female Lead,Competent Protagonist","2985"
"Punch","Punchi,","Dec 15, 2014 - Feb 17, 2015","Monday,Tuesday","South Korea","62","19","Drama,Political,Thriller","펀치","SBS","911","700","8.4","1220","Morally Ambiguous Lead,Terminal Illness,Corruption,Prosecutor,Strong Female Lead","4482"
"Shopping King Louie","Shopingwang Looi,Shopaholic Louis,Shopaholic Louie,Shopping King Louis,Syopingwang Rui","Sep 21, 2016 - Nov 10, 2016","Wednesday,Thursday","South Korea","60","16","Drama,Romance,Comedy","쇼핑왕 루이","MBC","82","702","8.3","13613","Nice Male Lead,Nice Female Lead,Poor Female Lead,Cohabitation,Heir,Rich Man/Poor Woman,Clingy Male Lead,Amnesia,Hardworking Female Lead,Rich Male Lead","25963"
"Rikuo","Rikuoh,Rikuou","Oct 15, 2017 - Dec 24, 2017","Sunday","Japan","60","10","Drama,Business,Life","陸王","TBS","3563","703","8.6","214","Adapted From A Novel,Ikeido Jun","885"
"Grand Maison Tokyo","Guranmezon Tokyo","Oct 20, 2019 - Dec 29, 2019","Sunday","Japan","54","11","Food,Life","グランメゾン東京","TBS","5182","704","8.7","156","Kis-My-Ft2,French Restaurant,Cold Man,SMAP,Multiple Mains,Chef,Ambitious Lead,Idol Actor,Multistarrer,Rivalry","487"
"Chief of Staff 2","Bojwagwan 2: Sesangeul Woomjikineun Saramdeul,The President's Aide Season 2,Bojwagwan,고문 2,보좌관 시즌2,Assistant 2,Advisor 2,보좌관 2,Aide 2,Aide 2: People Make The World Go Round","Nov 11, 2019 - Dec 10, 2019","Monday,Tuesday","South Korea","65","10","Drama,Political","보좌관 2 - 세상을 움직이는 사람들","Netflix,jTBC","3667","707","8.5","301","Social Media,Plot Twist,National Assembly,Attempted Assault,Elections,Attempted Murder,Tough Female Lead,Sly Character,Lawmaker,Assemblywoman","854"
"Falling for Innocence","Soonjunge Banhada,Fall in Love with Soon-Jung,Fall for Purity,Beating Again","Apr  3, 2015 - May 23, 2015","Saturday,Friday","South Korea","60","16","Business,Comedy,Drama,Romance,Melodrama","순정에 반하다","jTBC","111","710","8.3","10723","Cold-Hearted Male,Hate To Love,Male Chases Female First,Smart Female Lead,Hot-tempered Male Lead,Orphan Male Lead,Mean Male Lead,Eccentric Male Lead,Hardworking Female Lead,Strong Female Lead","21274"
"Hanazakari no Kimitachi e",",For You In Full Blossom,Hanazakari No Kimitachi  e,Ikemen Paradise,Hana Kimi","Jul  3, 2007 - Sep 18, 2007","Tuesday","Japan","45","12","School,Comedy,Friendship,Drama,Youth,Romance,Sports","花ざかりの君たちへ","Fuji TV","67","714","8.3","18751","High Jump,Bromance,Reverse-Harem,High School,Cross-Dressing,Adapted From A Manga,SMAP,School Dorm,Love Triangle,Strong Female Lead","28028"
"Surgeons","Wai Ke Feng Yun,The Surgeons","Apr 17, 2017 - May 11, 2017","Saturday,Friday,Monday,Sunday,Thursday,Wednesday,Tuesday","China","40","44","Medical,Action,Mature,Life,Romance,Melodrama","外科风云","BTV","1641","715","8.4","926","Natural Disaster,Nice Male Lead,Blunt Woman,Cohabitation,Corruption,Revenge,Doctor,Surgeon,Strong Female Lead,Arrogant Female","2504"
"The Stranded","","Nov 15, 2019","Friday","Thailand","45","7","Suspense,Drama,Mystery,Thriller","เคว้ง","GMM One,Netflix","1986","711","8.4","850","Bromance,Gay Character,Drug Usage,Survival,Deserted Island,LGBTQ+,Bisexual Character,Supernatural,Love Triangle,Gay Relationship","2006"
"All is Well","Everything is Alright,Dou Ting Hao","Mar  1, 2019 - Mar 25, 2019","Saturday,Friday,Monday,Sunday,Thursday,Wednesday,Tuesday","China","45","46","Drama,Family,Life","都挺好","ZJTV,JSTV","5417","709","8.8","137","Dysfunctional Family,Death Of A Parent,Abuse,Marriage,Smart Female Lead,Adapted From A Novel,Sibling Rivalry,Sibling Bullying,Useless Father,Strong Female Lead","452"
"Special Affairs Team TEN Season 2","Teuk-soo-sa-geon-jeon-dam-ban TEN Si-jeun-2","Apr 14, 2013 - Jun 30, 2013","Sunday","South Korea","74","12","Suspense,Action,Psychological,Investigation,Detective,Thriller","특수사건전담반 TEN 시즌2","OCN","1343","724","0","0","Team Work,Murder,Gore","3110"
"Iryu Team Medical Dragon","Team Medical Dragon","Apr 13, 2006 - Jun 29, 2006","Thursday","Japan","45","11","Drama,Medical","医龍 Team Medical Dragon","Fuji TV","2481","725","0","0","Adapted From A Manga","1499"
"Good Bye, My Princess","Dong Gong,Goodbye My Princess,Eastern Palace,Princess In The East Palace","Feb 14, 2019 - Mar 25, 2019","Monday,Thursday","China","45","52","Historical,Romance,Tragedy,Drama","东宫","Youku","824","722","8.4","1743","Tearjerker,Adapted From A Novel,Heartbreak,Sismance,Scheme,Fictional History,Jerk Male Lead,Betrayal,Amnesia,Star Crossed Lovers","4947"
"Shinya Shokudo",",Midnight Diner","Oct  9, 2009 - Dec 11, 2009","Wednesday","Japan","30","10","Comedy,Food,Life","深夜食堂","MBS","2400","729","0","0","Adapted From A Manga,Slice Of Life","1564"
"The Advisors Alliance","Jun Shi Lian Meng,Da Jun Shi Sima Yi Zhi Jun Shi Lian Meng","Jun 22, 2017 - Jul 13, 2017","Saturday,Friday,Monday,Sunday,Thursday,Wednesday,Tuesday","China","45","42","Historical,Romance,Political","大军师司马懿之军师联盟","Anhui TV","3344","730","8.7","181","Three Kingdoms,Royalty,Harem,Political Intrigue,Smart Male Lead,Loyal Subject,Strategist Gaming,Love Triangle","976"
"School 2013","School 5,Escuela 2013,학교 5","Dec  3, 2012 - Jan 28, 2013","Monday,Tuesday","South Korea","65","16","School,Friendship,Life,Drama,Youth","학교 2013","KBS2","52","732","8.3","15647","Bromance,Student,Teacher,High School","30725"
"Time Between Dog and Wolf","Gaewa Neukdaeui Shigan","Jul 18, 2007 - Sep  6, 2007","Wednesday,Thursday","South Korea","70","16","Drama,Romance,Action","개와 늑대의 시간","MBC","456","734","8.3","3148","Love Triangle,Adopted Child,Undercover Agent,Noir,Gangster,Revenge,Tragic Past,Amnesia","8294"
"Leverage","Lebeorigi,Leverage: Con Artists,Leverage: Fraud Control Operation,Rebeoriji: Sagijojakdan,레버리지,Lebeoliji: Sagijojagdan","Oct 13, 2019 - Dec  8, 2019","Sunday","South Korea","60","16","Comedy,Action,Drama,Investigation,Crime","레버리지: 사기조작단","TV Chosun","1579","736","8.4","769","Con Artist,Leadership,Western Series Remake,Competent Boss,Slight Romance,Hacker,Smart Male Lead,Thieves,Fraud,Competent Protagonist","2607"
"Sound of the Desert","The Sound of the Desert,Da Mo Yao,The Sound of Desert,大漠谣,Xing Yue Chuan Qi,Ballad of the Desert,The Song of Desert,Romance Of The Desert,星月传奇,Romance in the Wind,Legend of the Moon and Star,Sun Moon Legend","Oct  1, 2014 - Nov 27, 2014","Wednesday,Thursday","China","45","35","Adventure,Action,Drama,Romance,Historical,Wuxia","风中奇缘","Hunan TV","881","737","0","0","Badass Female Lead,Possessive Male Lead,Han Dynasty,Unrequited Love,Adapted From A Novel,Disability,Second Lead Syndrome,Power Struggle,Love Triangle,Strong Female Lead","4607"
"Long Time No See","","Nov 23, 2017","Thursday","South Korea","15","5","Drama,Romance,Action","롱타임노씨","Naver TV Cast","447","739","8.3","3179","Sexual Content,Hidden Identity,Steamy Kiss,Gay Character,Gangster,Skilled Killer,LGBTQ+,Web Series,Miniseries,Gay Relationship","8439"
"Runaway - Aisuru Kimi no Tame ni",",Runaway~Aisuru Kimi no Tame ni,Runaway","Oct 27, 2011 - Dec 22, 2011","Thursday","Japan","45","9","Family,Investigation,Thriller,Friendship","ランナウェイ〜愛する君のために","TBS","2136","744","0","0","Prison Escape,Child Abuse,Father-Daughter Relationship,Tragic Past,Prison,KAT-TUN,Wrongfully Accused,Fugitive,Idol Actor","1846"
"Jealousy Incarnate","Don't Dare to Dream,Incarnation of Envy,Celos encarnados,Incarnation of Jealousy,Jilteoeui Hwashin,Envy Incarnate,Jiltooui Hwashin","Aug 24, 2016 - Nov 10, 2016","Wednesday,Thursday","South Korea","60","24","Family,Romance,Comedy,Friendship","질투의 화신","SBS","115","745","8.3","9304","Steamy Kiss,Unrequited Love,Bromance,Office Romance,Arrogant Male Lead,Low Self-esteem Protagonist,Cancer,Love Triangle,Eccentric Female Lead,Multiple Couples","20767"
"Diary of a Prosecutor","Civil War of Prosecutors,Geomsanaejeon,Inside Stories of Prosecutors,Prosecutor Civil War,War of Prosecutors,Civil War Inspection","Dec 16, 2019 - Feb 11, 2020","Monday,Tuesday","South Korea","60","16","Law,Drama,Life","검사내전","jTBC","2143","738","8.4","441","Investigating Officer,Social Commentary,Comedy,District Office,Transferred,Adapted From A Novel,Chief Prosecutor,Everyday Lives,Character Development,Slice Of Life","1836"
"Wakamono Tachi","The Youngsters,,Wakamono Tachi 2014,All About My Siblings,Young People: Wakamonotachi","Jul  9, 2014 - Sep 24, 2014","Wednesday","Japan","46","11","Family","若者たち","Fuji TV","1821","750","8.4","656","Sibling,Slice Of Life","2222"
"Nigeru wa Haji da ga Yaku ni Tatsu","Nigehaji,but helpful.,The Full-Time Wife Escapist,Running away is shameful,We Married as a Job","Oct 11, 2016 - Dec 20, 2016","Tuesday","Japan","45","11","Family,Romance,Food,Life","逃げるは恥だが役に立つ","TBS","513","747","8.3","3646","Marriage Of Convenience,Inferiority Complex,Gay Character,Housekeeper,Boss/Employee Relationship,Age Gap,Adapted From A Manga,Nikkan Daily Sports Drama GP","7533"
"Dear Sister","Dia Shisuta","Oct 16, 2014 - Dec 18, 2014","Wednesday","Japan","54","10","Comedy,Drama,Romance,Melodrama,Family","ディア・シスター","Fuji TV","769","748","8.3","2392","Sisterhood,Student/teacher,Cohabitation,Female Centered Plot","5346"
"Hormones 2",",Wai Wa Wun Season 2,Hormones Season 2","Jul 19, 2014 - Oct 11, 2014","Saturday","Thailand","70","13","School,Friendship,Mature,Drama,Youth","Hormones วัยว้าวุ่น 2","GMM One","1600","751","8.4","1093","Gay Character,High School,Lesbian Character,LGBTQ+,Bisexual Character","2570"
"Code Blue 2","","Jan 11, 2010 - Mar 22, 2010","","Japan","45","11","Drama,Medical,Friendship","コード・ブルー 2","Fuji TV","992","752","8.3","2396","Idol Actor,Slice Of Life,Emergency Service,Doctor","4177"
"When a Snail Falls in Love","","Oct 24, 2016 - Dec  5, 2016","Monday","China","33","21","Investigation,Detective,Romance,Mystery,Thriller","如果蜗牛有爱情","Dragon TV","416","755","8.3","4485","Calm Male Lead,Female Chases Male First,Slow Burn Romance,Police Officer,Intelligent Character,Crybaby Female Lead,Criminal Profiler,Tough Male Lead,Crime,Calm Female Lead","8991"
"Sungkyunkwan Scandal","Seonggyungwan Seukaendeul","Aug 30, 2010 - Nov  2, 2010","Monday,Tuesday","South Korea","70","20","Comedy,Friendship,Family,Life,Romance,Historical","성균관 스캔들","KBS2","65","757","8.3","15912","Obsessive Second Lead,Death Of A Parent,Naive Female Lead,Hidden Identity,Male Chases Female First,Bromance,Nice Male Lead,Cross-Dressing,Second Lead Syndrome,Love Triangle","28505"
"Moment at Eighteen","Moment of Eighteen,A Moment at Eighteen,Eighteen,Yeolyeodeolbui sun-gan,열여덟,Yeolyeodeolui Soongan,Yeol-yeo-deolb-eui son-gan,Yeolyeodeolbeui songan,Yeolyeodeolbui sungan,Moments of 18,18 Moments,The Moment of 18,At Eighteen","Jul 22, 2019 - Sep 10, 2019","Monday,Tuesday","South Korea","70","16","School,Friendship,Life,Drama,Romance,Youth,Family","열여덟의 순간","jTBC,Viki","467","762","8.3","2889","First Love,Shy Male Lead,High School,Single Parent,Youth Romance,High School Romance,Idol Actor,Controlling Parent,Love Triangle,Perseverance","8172"
"My ID is Gangnam Beauty","Nae IDneun Gangnammiin,Gangnam Beauty,Nae Aidineun Gangnammiin,ID: Gangnam Beauty","Jul 27, 2018 - Sep 15, 2018","Saturday,Friday","South Korea","60","16","School,Comedy,Friendship,Life,Psychological,Drama,Romance,Youth,Melodrama","내 아이디는 강남미인","jTBC","70","760","8.3","16147","Childhood Acquaintance,Male Chases Female First,Beauty Standards,School Bullying,Nice Male Lead,Adapted From A Webtoon,Eating Disorder,Plastic Surgery,College Life,Nice Female Lead","27532"
"Somehow 18","18 Again,Eojjeoda 18,Drama Festa: Somehow 18,Accidentally 18","Aug 28, 2017 - Sep  8, 2017","Friday,Monday,Thursday,Wednesday,Tuesday","South Korea","15","10","Romance,Fantasy,Comedy","드라마페스타- 어쩌다 18","Naver TV Cast,jTBC","538","767","8.3","2761","Web Series,First Love,School Bullying,Student,Orthopedic Surgeon,High School,Time Travel,Attempted Suicide,Death,Miniseries","7247"
"Mirai Sentai Timeranger","Future Sentai Timeranger","Feb 13, 2000 - Feb 11, 2001","Sunday","Japan","25","51","Tokusatsu","未来戦隊タイムレンジャー","TV Asahi","6311","769","8.8","121","Fate,Superhero,Police Officer,Time Travel,Strong Female Lead,Rich Male Lead","348"
"They Kiss Again","O Tso Chu 2 Wen,恶作剧2吻,E Zuo Ju 2 Wen","Dec 16, 2007 - Apr 27, 2008","","Taiwan","90","20","Comedy,Life,Youth,Romance,Family","惡作劇2吻","CTV","388","773","8.3","5876","Naive Female Lead,Steamy Kiss,Supportive Mother-in-law,Airhead Female Lead,Cohabitation,Cold Man/Warm Woman,Smart Male Lead,Married Couple,Adapted From A Manga,College Life","9593"
